Campaign Name,Ad Group Name,Ad Name,Final URL,Headline 1,Headline 2,Description 1,Description 2,Call to Action,Video Script,Status
4H_2026_YouTube_alignment,alignment_video,AL-YT-VD-2,https://alignment.city/alignment?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_alignment_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your alignment shop. [DEMO] Profes,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your alignment shop. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at alignment.city.",ACTIVE
4H_2026_YouTube_alignment,alignment_video,AL-YT-VD-3,https://alignment.city/alignment?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_alignment_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A alignment shop owner was aligning when three calls came in. AI answered all three,$79/mo. No contracts. See it live.,Start free,[HOOK] A alignment shop owner was aligning when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at alignment.city for $79/mo.,ACTIVE
4H_2026_YouTube_alignment,alignment_video,AL-YT-VD-4,https://alignment.city/alignment?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_alignment_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] alignment.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_alignment,alignment_video,AL-YT-VD-5,https://alignment.city/alignment?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_alignment_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] alignment.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_insulation,insulation_video,YT-IN1,https://insulation.city/insulation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_insulation_day-in-life&utm_content=in1_hk1_video&utm_term=owners_1-10,Suited up in an attic. Phone r,AI answers your trade calls,"HOOK: 'You're in a Tyvek suit, respirator on, crawling through an attic. Your phone rings ",$79/mo. No contracts. See it live.,See it live,"HOOK: 'You're in a Tyvek suit, respirator on, crawling through an attic. Your phone rings 4 times.' Show the missed call — an urgent energy retrofit job. Saw.City answers it in real time. CTA: See it at insulation.city",ACTIVE
4H_2026_YouTube_insulation,insulation_video,YT-IN2,https://insulation.city/insulation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_insulation_demo&utm_content=in2_hk2_video&utm_term=owners_1-10,Hear the AI handle your insula,AI answers your trade calls,"HOOK: Play Saw.City handling an insulation inquiry — home size, project type, urgency, con",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling an insulation inquiry — home size, project type, urgency, contact capture. Show the professionalism that books jobs. CTA: Try it free at insulation.city",ACTIVE
4H_2026_YouTube_insulation,insulation_video,YT-IN3,https://insulation.city/insulation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_insulation_awareness-urgency&utm_content=in3_hk3_video&utm_term=owners_1-10,Energy audit leads have a 24-h,AI answers your trade calls,"After a failed energy audit or code inspection, homeowners need insulation fast. They call",$79/mo. No contracts. See it live.,Start free,"After a failed energy audit or code inspection, homeowners need insulation fast. They call 3 contractors and book the first one who answers. You're in an attic suit, can't hear your phone. That lead just called your competitor.",ACTIVE
4H_2026_YouTube_insulation,insulation_video,YT-IN4,https://insulation.city/insulation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_insulation_awareness-new-build&utm_content=in4_hk4_video&utm_term=owners_1-10,Builders schedule insulation b,AI answers your trade calls,New construction insulation is time-critical. GCs book subs who respond immediately — not ,$79/mo. No contracts. See it live.,Start free,New construction insulation is time-critical. GCs book subs who respond immediately — not the ones who call back 3 hours later. Saw.City answers and captures the job before you even know they called.,ACTIVE
4H_2026_YouTube_insulation,insulation_video,YT-IN5,https://insulation.city/insulation?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_insulation_retarget-proof&utm_content=in5_hk5_video&utm_term=owners_1-10,Insulation contractors capture,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Insulation contractor,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Insulation contractors using our AI never miss an energy audit follow-up or new construction call. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_appraisals,appraisals_video,AP-YT-VD-1,https://appraisals.city/appraisals?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_appraisals_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every appraisal business loses th,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every appraisal business loses thousands per year to voicemail. [SOLUTION] appraisals.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at appraisals.city.,ACTIVE
4H_2026_YouTube_appraisals,appraisals_video,AP-YT-VD-2,https://appraisals.city/appraisals?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_appraisals_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your appraisal business. [DEMO] Pr,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your appraisal business. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at appraisals.city.",ACTIVE
4H_2026_YouTube_appraisals,appraisals_video,AP-YT-VD-3,https://appraisals.city/appraisals?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_appraisals_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A appraisal business owner was appraising when three calls came in. AI answered all,$79/mo. No contracts. See it live.,Start free,[HOOK] A appraisal business owner was appraising when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at appraisals.city for $79/mo.,ACTIVE
4H_2026_YouTube_appraisals,appraisals_video,AP-YT-VD-4,https://appraisals.city/appraisals?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_appraisals_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] appraisals.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_appraisals,appraisals_video,AP-YT-VD-5,https://appraisals.city/appraisals?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_appraisals_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] appraisals.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_metalworks,metalworks_video,YT-WD1,https://metalworks.city/metalworks?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_metalworks_day-in-life&utm_content=wd1_hk1_video&utm_term=owners_1-10,Arc on. Phone rings. Quote goe,AI answers your trade calls,HOOK: 'You're welding a structural frame. Arc running. Sparks flying. Phone rings 3 times.,$79/mo. No contracts. See it live.,See it live,HOOK: 'You're welding a structural frame. Arc running. Sparks flying. Phone rings 3 times.' Show the missed quote call — industrial job worth $15K. Saw.City answers and captures it. CTA: See it at metalworks.city,ACTIVE
4H_2026_YouTube_metalworks,metalworks_video,YT-WD2,https://metalworks.city/metalworks?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_metalworks_demo&utm_content=wd2_hk2_video&utm_term=owners_1-10,Hear the AI handle your fab in,AI answers your trade calls,"HOOK: Play Saw.City answering a custom fabrication inquiry — project specs, timeline, mate",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City answering a custom fabrication inquiry — project specs, timeline, material, contact capture. Show what first-response professionalism looks like. CTA: Try it free at metalworks.city",ACTIVE
4H_2026_YouTube_metalworks,metalworks_video,YT-WD3,https://metalworks.city/metalworks?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_metalworks_awareness-quote-window&utm_content=wd3_hk3_video&utm_term=owners_1-10,Custom fab: fastest quote wins,AI answers your trade calls,Fabrication customers shop hard. They call 3-4 shops for quotes and pull the trigger on th,$79/mo. No contracts. See it live.,Start free,Fabrication customers shop hard. They call 3-4 shops for quotes and pull the trigger on the first one that sounds professional and responsive. You're behind a welding hood with an arc running. Your phone rang. You didn't hear it. They booked someone else.,ACTIVE
4H_2026_YouTube_metalworks,metalworks_video,YT-WD4,https://metalworks.city/metalworks?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_metalworks_awareness-arc-on&utm_content=wd4_hk4_video&utm_term=owners_1-10,Can't hear your phone through ,AI answers your trade calls,Nobody expects you to answer mid-weld. But customers don't reschedule — they move on. Saw.,$79/mo. No contracts. See it live.,Start free,"Nobody expects you to answer mid-weld. But customers don't reschedule — they move on. Saw.City answers your calls professionally while you're welding, grinding, or fabricating. First impressions close jobs.",ACTIVE
4H_2026_YouTube_metalworks,metalworks_video,YT-WD5,https://metalworks.city/metalworks?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_metalworks_retarget-proof&utm_content=wd5_hk5_video&utm_term=owners_1-10,Fab shops are quoting more job,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Metal fab and welding,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Metal fab and welding shops using our AI capture quote requests they used to miss behind the hood. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_bartender,bartender_video,BT-YT-VD-1,https://bartender.city/bartender?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bartender_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every bar loses thousands per yea,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every bar loses thousands per year to voicemail. [SOLUTION] bartender.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at bartender.city.,ACTIVE
4H_2026_YouTube_bartender,bartender_video,BT-YT-VD-2,https://bartender.city/bartender?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bartender_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your bar. [DEMO] Professional gree,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your bar. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at bartender.city.",ACTIVE
4H_2026_YouTube_bartender,bartender_video,BT-YT-VD-3,https://bartender.city/bartender?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bartender_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A bar owner was bartending when three calls came in. AI answered all three. Two boo,$79/mo. No contracts. See it live.,Start free,[HOOK] A bar owner was bartending when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at bartender.city for $79/mo.,ACTIVE
4H_2026_YouTube_bartender,bartender_video,BT-YT-VD-4,https://bartender.city/bartender?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bartender_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] bartender.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_bartender,bartender_video,BT-YT-VD-5,https://bartender.city/bartender?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bartender_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] bartender.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_plank,plank_video,YT-FL1,https://plank.city/plank?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_plank_day-in-life&utm_content=fl1_hk1_video&utm_term=owners_1-10,Nailer running. Phone rings. J,AI answers your trade calls,HOOK: 'You're laying the last row of hardwood. Nailer running. Phone rings 3 times.' Show ,$79/mo. No contracts. See it live.,See it live,"HOOK: 'You're laying the last row of hardwood. Nailer running. Phone rings 3 times.' Show the missed inquiry — a full-home install worth $8,000. Saw.City answers and captures it. CTA: See it at plank.city",ACTIVE
4H_2026_YouTube_plank,plank_video,YT-FL2,https://plank.city/plank?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_plank_demo&utm_content=fl2_hk2_video&utm_term=owners_1-10,Hear the AI capture your next ,AI answers your trade calls,"HOOK: Play Saw.City handling a flooring inquiry — square footage, material preference, tim",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling a flooring inquiry — square footage, material preference, timeline, contact capture. Show what it sounds like to never miss a job. CTA: Try it free at plank.city",ACTIVE
4H_2026_YouTube_plank,plank_video,YT-FL3,https://plank.city/plank?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_plank_awareness-shopping&utm_content=fl3_hk3_video&utm_term=owners_1-10,Flooring customers call 4 cont,AI answers your trade calls,Homeowners shopping for flooring call 3-4 installers and go with the first one who respond,$79/mo. No contracts. See it live.,Start free,Homeowners shopping for flooring call 3-4 installers and go with the first one who responds and sounds professional. You're on your knees with a nailer running. They left a voicemail. They also called 3 other installers who answered. Guess who got the job.,ACTIVE
4H_2026_YouTube_plank,plank_video,YT-FL4,https://plank.city/plank?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_plank_awareness-nailer-running&utm_content=fl4_hk4_video&utm_term=owners_1-10,Can't hear your phone over a f,AI answers your trade calls,"Flooring installation is loud, precise, and hands-on. You can't break your flow to answer ",$79/mo. No contracts. See it live.,Start free,"Flooring installation is loud, precise, and hands-on. You can't break your flow to answer every call. But every unanswered call is a potential $3,000–$12,000 install that went to someone who was checking their phone instead of doing good work.",ACTIVE
4H_2026_YouTube_plank,plank_video,YT-FL5,https://plank.city/plank?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_plank_retarget-proof&utm_content=fl5_hk5_video&utm_term=owners_1-10,Flooring installers are bookin,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Flooring installers u,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Flooring installers using our AI capture high-end project inquiries they used to miss mid-install. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_bookkeeper,bookkeeper_video,BK-YT-VD-1,https://bookkeeper.city/bookkeeper?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bookkeeper_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every bookkeeping firm loses thou,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every bookkeeping firm loses thousands per year to voicemail. [SOLUTION] bookkeeper.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at bookkeeper.city.,ACTIVE
4H_2026_YouTube_bookkeeper,bookkeeper_video,BK-YT-VD-2,https://bookkeeper.city/bookkeeper?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bookkeeper_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your bookkeeping firm. [DEMO] Prof,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your bookkeeping firm. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at bookkeeper.city.",ACTIVE
4H_2026_YouTube_bookkeeper,bookkeeper_video,BK-YT-VD-3,https://bookkeeper.city/bookkeeper?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bookkeeper_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A bookkeeping firm owner was bookkeeping when three calls came in. AI answered all ,$79/mo. No contracts. See it live.,Start free,[HOOK] A bookkeeping firm owner was bookkeeping when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at bookkeeper.city for $79/mo.,ACTIVE
4H_2026_YouTube_bookkeeper,bookkeeper_video,BK-YT-VD-4,https://bookkeeper.city/bookkeeper?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bookkeeper_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] bookkeeper.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_bookkeeper,bookkeeper_video,BK-YT-VD-5,https://bookkeeper.city/bookkeeper?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_bookkeeper_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] bookkeeper.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_refrigeration,refrigeration_video,YT-RF1,https://refrigeration.city/refrigeration?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_refrigeration_emergency&utm_content=rf1_hk1_video&utm_term=owners_1-10,Walk-in fails. Restaurant call,AI answers your trade calls,HOOK: 'It's 5:47am. A restaurant's walk-in failed overnight. Owner is calling every refrig,$79/mo. No contracts. See it live.,See it live,"HOOK: 'It's 5:47am. A restaurant's walk-in failed overnight. Owner is calling every refrigeration tech in the city.' Show panic, calls going to voicemail, then Saw.City answering instantly. CTA: See it at refrigeration.city",ACTIVE
4H_2026_YouTube_refrigeration,refrigeration_video,YT-RF2,https://refrigeration.city/refrigeration?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_refrigeration_demo&utm_content=rf2_hk2_video&utm_term=owners_1-10,Hear the AI handle a refrigera,AI answers your trade calls,"HOOK: Play Saw.City answering a walk-in emergency call — equipment type, urgency, location",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City answering a walk-in emergency call — equipment type, urgency, location, contact. Show the response quality that earns premium rates. CTA: Try it free at refrigeration.city",ACTIVE
4H_2026_YouTube_refrigeration,refrigeration_video,YT-RF3,https://refrigeration.city/refrigeration?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_refrigeration_awareness-emergency&utm_content=rf3_hk3_video&utm_term=owners_1-10,Walk-in down at 6am. Who answe,AI answers your trade calls,"A restaurant's walk-in fails at 6am before service. Every hour of downtime costs $500–$2,0",$79/mo. No contracts. See it live.,Start free,"A restaurant's walk-in fails at 6am before service. Every hour of downtime costs $500–$2,000 in spoilage and lost revenue. The owner calls every refrigeration tech they can find. The first one who answers gets a premium emergency rate AND a long-term service relationship.",ACTIVE
4H_2026_YouTube_refrigeration,refrigeration_video,YT-RF4,https://refrigeration.city/refrigeration?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_refrigeration_awareness-on-call&utm_content=rf4_hk4_video&utm_term=owners_1-10,You're already on a job when e,AI answers your trade calls,Refrigeration techs are always either on-site or in transit. The next commercial client ca,$79/mo. No contracts. See it live.,Start free,Refrigeration techs are always either on-site or in transit. The next commercial client calling for emergency service gets whoever answers. Saw.City answers every call professionally and dispatches based on your availability. Never miss an emergency again.,ACTIVE
4H_2026_YouTube_refrigeration,refrigeration_video,YT-RF5,https://refrigeration.city/refrigeration?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_refrigeration_retarget-proof&utm_content=rf5_hk5_video&utm_term=owners_1-10,Refrigeration techs capture mo,AI answers your trade calls,Contractors like you are already answering more calls with Saw.City. Refrigeration techs u,$79/mo. No contracts. See it live.,Start free,"Contractors like you are already answering more calls with Saw.City. Refrigeration techs using our AI capture emergency service calls they used to miss while on another job. $79/mo, no contract.",ACTIVE
4H_2026_YouTube_carpetcleaning,carpetcleaning_video,CC-YT-VD-1,https://carpetcleaning.city/carpetcleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_carpetcleaning_problem_hook&utm_content=yt_video_1&utm_term=owners_1-10,Every missed call = a lost job,AI answers your trade calls,[HOOK] You just missed a call. That was a job. [PROBLEM] Every carpet cleaning crew loses ,$79/mo. No contracts. See it live.,See it live,[HOOK] You just missed a call. That was a job. [PROBLEM] Every carpet cleaning crew loses thousands per year to voicemail. [SOLUTION] carpetcleaning.city puts AI on your phones — $79/mo — so every call gets answered. [CTA] See it at carpetcleaning.city.,ACTIVE
4H_2026_YouTube_carpetcleaning,carpetcleaning_video,CC-YT-VD-2,https://carpetcleaning.city/carpetcleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_carpetcleaning_demo_hook&utm_content=yt_video_2&utm_term=owners_1-10,Hear your AI receptionist.,AI answers your trade calls,[HOOK] Listen to what your callers hear when AI answers your carpet cleaning crew. [DEMO] ,$79/mo. No contracts. See it live.,Hear it,"[HOOK] Listen to what your callers hear when AI answers your carpet cleaning crew. [DEMO] Professional greeting, appointment booking, call routing — all AI, all $79/mo. [CTA] Hear it yourself at carpetcleaning.city.",ACTIVE
4H_2026_YouTube_carpetcleaning,carpetcleaning_video,CC-YT-VD-3,https://carpetcleaning.city/carpetcleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_carpetcleaning_story_hook&utm_content=yt_video_3&utm_term=owners_1-10,3 calls in. 2 booked. AI did i,AI answers your trade calls,[HOOK] A carpet cleaning crew owner was cleaning when three calls came in. AI answered all,$79/mo. No contracts. See it live.,Start free,[HOOK] A carpet cleaning crew owner was cleaning when three calls came in. AI answered all three. Two booked. [STORY] That's the power of never missing a call. [CTA] Start at carpetcleaning.city for $79/mo.,ACTIVE
4H_2026_YouTube_carpetcleaning,carpetcleaning_video,CC-YT-VD-4,https://carpetcleaning.city/carpetcleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_carpetcleaning_objection_hook&utm_content=yt_video_4&utm_term=owners_1-10,Sounds fake. Isn't. Hear it.,AI answers your trade calls,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, re",$79/mo. No contracts. See it live.,Hear it,"[HOOK] ""AI answering sounds fake."" [OBJECTION KILL] Let us prove you wrong. Real voice, real responses, real bookings. [CTA] carpetcleaning.city — hear it free before you pay a cent. $79/mo after.",ACTIVE
4H_2026_YouTube_carpetcleaning,carpetcleaning_video,CC-YT-VD-5,https://carpetcleaning.city/carpetcleaning?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_carpetcleaning_social_proof_hook&utm_content=yt_video_5&utm_term=owners_1-10,Trade owners switched. So shou,AI answers your trade calls,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs over,$79/mo. No contracts. See it live.,Get it now,[HOOK] Trade businesses across the country added AI answering and stopped losing jobs overnight. [PROOF] The ones who didn't? Still bleeding calls. [CTA] carpetcleaning.city — $79/mo. Start today.,ACTIVE
4H_2026_YouTube_remodels,remodels_video,YT-RM1,https://remodels.city/remodels?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_remodels_day-in-life&utm_content=rm1_hk1_video&utm_term=owners_1-10,Mid-demo. Phone rings. $50K jo,AI answers your trade calls,HOOK: 'You're swinging a demo hammer. Dust everywhere. Phone rings.' Show the missed kitch,$79/mo. No contracts. See it live.,See it live,"HOOK: 'You're swinging a demo hammer. Dust everywhere. Phone rings.' Show the missed kitchen remodel inquiry — $50,000 project. Show the homeowner booking your competitor. Saw.City answers for you. CTA: See it at remodels.city",ACTIVE
4H_2026_YouTube_remodels,remodels_video,YT-RM2,https://remodels.city/remodels?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_remodels_demo&utm_content=rm2_hk2_video&utm_term=owners_1-10,Hear the AI book your next rem,AI answers your trade calls,"HOOK: Play Saw.City handling a kitchen remodel inquiry — scope, budget, timeline, contact ",$79/mo. No contracts. See it live.,See it live,"HOOK: Play Saw.City handling a kitchen remodel inquiry — scope, budget, timeline, contact capture. Show what professional responsiveness looks like. CTA: Try it free at remodels.city",ACTIVE
4H_2026_YouTube_remodels,remodels_video,YT-RM3,https://remodels.city/remodels?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_remodels_awareness-high-value&utm_content=rm3_hk3_video&utm_term=owners_1-10,Kitchen remodel leads close in,AI answers your trade calls,"Homeowners who decide to remodel don't wait. They call 3-4 contractors, meet with whoever ",$79/mo. No contracts. See it live.,Start free,"Homeowners who decide to remodel don't wait. They call 3-4 contractors, meet with whoever responds quickly, and sign within 48-72 hours. You're mid-demo when they call. That $40,000 kitchen project just went to someone who answered.",ACTIVE
4H_2026_YouTube_remodels,remodels_video,YT-RM4,https://remodels.city/remodels?utm_source=youtube&utm_medium=paid-video&utm_campaign=4h_2026-03_remodels_awareness-referral&utm_content=rm4_hk4_video&utm_term=owners_1-10,Your best referral got sent to,AI answers your trade calls,"In remodeling, referrals are gold. When a homeowner refers you and the prospect calls and ",$79/mo. No contracts. See it live.,Start free,"In remodeling, referrals are gold. When a homeowner refers you and the prospect calls and gets voicemail, that warm lead goes cold instantly. Saw.City answers every call — especially the high-value referral ones.",ACTIVE
