Campaign Name,Ad Name,Headline,Introductory Text,Destination URL,Image URL,Call to Action,Status
4H_2026_housecleaning_awareness,LI-HC6,Book new clients while you're cleaning,You've seen this. Cleaning operators like you are using Saw.City to capture every call while they're on-site. Setup: 15 minutes. First new client captured: possibly today. Start now.,https://housecleaning.city/housecleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_housecleaning_retarget-easy&utm_content=hc6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/house-cleaning-hero.jpg,Start free,ACTIVE
4H_2026_housecleaning_awareness,LI-HC7,Your phone rings. You're scrubbing a bathroom.,"HOOK: 'You're on your hands and knees. Phone rings. You can't answer.' Show a new client calling, getting voicemail, immediately calling the next cleaner on Google. Saw.City answers for you. CTA: See it at housecleaning.city",https://housecleaning.city/housecleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_housecleaning_video-day-in-life&utm_content=hc7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/house-cleaning-hero.jpg,See it live,ACTIVE
4H_2026_housecleaning_awareness,LI-HC8,Hear the AI book your next cleaning client,"HOOK: Play Saw.City handling a house cleaning inquiry — dates, frequency, address, contact info. Show what 'fully booked' actually looks like. CTA: Try it free at housecleaning.city",https://housecleaning.city/housecleaning?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_housecleaning_video-demo&utm_content=hc8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/house-cleaning-hero.jpg,See it live,ACTIVE
4H_2026_alignment_awareness,AL-LI-AW-2,First to answer wins. Always.,The alignment shop that answers first wins the job. Simple math. alignment.city puts AI on your phones 24/7 for $79/mo.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,Hear it,ACTIVE
4H_2026_alignment_awareness,AL-LI-AW-1,Stop missing calls. Start winning jobs.,Missed alignment jobs don't call back. Every unanswered call is money walking out the door. alignment.city — AI answers every call for $79/mo.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,See it live,ACTIVE
4H_2026_alignment_awareness,AL-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. alignment.city — $79/mo.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,Get it now,ACTIVE
4H_2026_alignment_awareness,AL-LI-RT-2,You've seen it. Now run it.,You checked out alignment.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,Start free,ACTIVE
4H_2026_alignment_awareness,AL-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your alignment shop for $79/mo. You can cancel anytime. But you won't want to.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,See it live,ACTIVE
4H_2026_alignment_awareness,AL-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your alignment shop callers hear when AI answers. Spoiler: it sounds great. alignment.city — $79/mo.,https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,Hear it,ACTIVE
4H_2026_alignment_awareness,AL-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. alignment.city — the $79/mo upgrade your alignment shop needs.",https://alignment.city/alignment?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_alignment_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/auto-alignment-hero.png,See it live,ACTIVE
4H_2026_insulation_awareness,LI-IN1,Energy audit leads have a 24-hour window,"After a failed energy audit or code inspection, homeowners need insulation fast. They call 3 contractors and book the first one who answers. You're in an attic suit, can't hear your phone. That lead just called your competitor.",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_urgency&utm_content=in1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,See it live,ACTIVE
4H_2026_insulation_awareness,LI-IN2,Builders schedule insulation before framing dries,New construction insulation is time-critical. GCs book subs who respond immediately — not the ones who call back 3 hours later. Saw.City answers and captures the job before you even know they called.,https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_new-build&utm_content=in2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,Start free,ACTIVE
4H_2026_insulation_awareness,LI-IN3,Winter demand spikes. Calls spike too.,"Insulation calls surge in fall and winter. That's when you're busiest and least able to answer your phone. Every missed call during peak season is a $3,000–$8,000 job you handed to someone else.",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_seasonal&utm_content=in3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,Hear it,ACTIVE
4H_2026_insulation_awareness,LI-IN4,Insulation contractors capture more urgent leads,"Contractors like you are already answering more calls with Saw.City. Insulation contractors using our AI never miss an energy audit follow-up or new construction call. $79/mo, no contract.",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_retarget-social-proof&utm_content=in4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,Start now,ACTIVE
4H_2026_insulation_awareness,LI-IN5,Peak season calls = peak season revenue,"Saw.City costs $79/mo. One attic insulation job is worth $3,000+. During peak season you miss 5-10 calls per week in the attic. Stop leaving peak-season revenue on the table.",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_retarget-roi&utm_content=in5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,Get it now,ACTIVE
4H_2026_insulation_awareness,LI-IN6,Answer calls while you're suited up,You've been thinking about this. Insulation contractors like you are using Saw.City to capture every peak-season call. Setup: 15 minutes. Start now before your busy season hits full stride.,https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_retarget-easy&utm_content=in6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,Start free,ACTIVE
4H_2026_pane_awareness,PN-LI-AW-3,AI answers. You close the job.,What if every call to your window company got answered — even at 11pm? pane.city makes it real for $79/mo.,https://pane.city/pane?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_pane_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/windows-hero.png,Start free,ACTIVE
4H_2026_insulation_awareness,LI-IN7,Suited up in an attic. Phone rings. Nobody home.,"HOOK: 'You're in a Tyvek suit, respirator on, crawling through an attic. Your phone rings 4 times.' Show the missed call — an urgent energy retrofit job. Saw.City answers it in real time. CTA: See it at insulation.city",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_video-day-in-life&utm_content=in7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,See it live,ACTIVE
4H_2026_insulation_awareness,LI-IN8,Hear the AI handle your insulation inquiry,"HOOK: Play Saw.City handling an insulation inquiry — home size, project type, urgency, contact capture. Show the professionalism that books jobs. CTA: Try it free at insulation.city",https://insulation.city/insulation?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_insulation_video-demo&utm_content=in8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/insulation-hero.jpg,See it live,ACTIVE
4H_2026_appraisals_awareness,AP-LI-AW-1,Stop missing calls. Start winning jobs.,An unanswered call means another appraiser gets the order. Every unanswered call is money walking out the door. appraisals.city — AI answers every call for $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,See it live,ACTIVE
4H_2026_appraisals_awareness,AP-LI-AW-2,First to answer wins. Always.,The appraisal business that answers first wins the job. Simple math. appraisals.city puts AI on your phones 24/7 for $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,Hear it,ACTIVE
4H_2026_appraisals_awareness,AP-LI-AW-3,AI answers. You close the job.,What if every call to your appraisal business got answered — even at 11pm? appraisals.city makes it real for $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,Start free,ACTIVE
4H_2026_appraisals_awareness,AP-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. appraisals.city — $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,Get it now,ACTIVE
4H_2026_appraisals_awareness,AP-LI-RT-2,You've seen it. Now run it.,You checked out appraisals.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,Start free,ACTIVE
4H_2026_appraisals_awareness,AP-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your appraisal business for $79/mo. You can cancel anytime. But you won't want to.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,See it live,ACTIVE
4H_2026_appraisals_awareness,AP-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your appraisal business callers hear when AI answers. Spoiler: it sounds great. appraisals.city — $79/mo.,https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,Hear it,ACTIVE
4H_2026_appraisals_awareness,AP-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. appraisals.city — the $79/mo upgrade your appraisal business needs.",https://appraisals.city/appraisals?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_appraisals_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/appraisals-hero.png,See it live,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-AW-3,AI answers. You close the job.,What if every call to your bookkeeping firm got answered — even at 11pm? bookkeeper.city makes it real for $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,Start free,ACTIVE
4H_2026_metalworks_awareness,LI-WD1,Custom fab: fastest quote wins,Fabrication customers shop hard. They call 3-4 shops for quotes and pull the trigger on the first one that sounds professional and responsive. You're behind a welding hood with an arc running. Your phone rang. You didn't hear it. They booked someone else.,https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_quote-window&utm_content=wd1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,See it live,ACTIVE
4H_2026_metalworks_awareness,LI-WD2,Can't hear your phone through a welding hood,"Nobody expects you to answer mid-weld. But customers don't reschedule — they move on. Saw.City answers your calls professionally while you're welding, grinding, or fabricating. First impressions close jobs.",https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_arc-on&utm_content=wd2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,Start free,ACTIVE
4H_2026_metalworks_awareness,LI-WD3,Industrial contracts start with one unanswered call,One structural or equipment fabrication contract can be worth $10K–$100K. Procurement teams call 3 shops. The most responsive one moves forward. Saw.City costs $79/mo and makes sure that's you.,https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_industrial&utm_content=wd3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,Hear it,ACTIVE
4H_2026_metalworks_awareness,LI-WD4,Fab shops are quoting more jobs,"Contractors like you are already answering more calls with Saw.City. Metal fab and welding shops using our AI capture quote requests they used to miss behind the hood. $79/mo, no contract.",https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_retarget-social-proof&utm_content=wd4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,Start now,ACTIVE
4H_2026_metalworks_awareness,LI-WD5,One custom job pays for a year of Saw.City,"Saw.City is $79/mo. One custom fab job averages $2,500+. You're missing at least one quote request per week when you're on the floor. That's $2,500 in missed revenue every week.",https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_retarget-roi&utm_content=wd5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,Get it now,ACTIVE
4H_2026_metalworks_awareness,LI-WD6,"Answer every quote request, even mid-arc",You've been thinking about this. Welding and fab shops like yours are using Saw.City to capture every inquiry. 15 minutes to set up. Your next quote request gets answered — even if you can't.,https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_retarget-easy&utm_content=wd6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,Start free,ACTIVE
4H_2026_metalworks_awareness,LI-WD7,Arc on. Phone rings. Quote goes somewhere else.,HOOK: 'You're welding a structural frame. Arc running. Sparks flying. Phone rings 3 times.' Show the missed quote call — industrial job worth $15K. Saw.City answers and captures it. CTA: See it at metalworks.city,https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_video-day-in-life&utm_content=wd7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,See it live,ACTIVE
4H_2026_metalworks_awareness,LI-WD8,Hear the AI handle your fab inquiry,"HOOK: Play Saw.City answering a custom fabrication inquiry — project specs, timeline, material, contact capture. Show what first-response professionalism looks like. CTA: Try it free at metalworks.city",https://metalworks.city/metalworks?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_metalworks_video-demo&utm_content=wd8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/welding-hero.jpg,See it live,ACTIVE
4H_2026_bartender_awareness,BT-LI-AW-1,Stop missing calls. Start winning jobs.,Bartenders don't book themselves — and neither do private events. Every unanswered call is money walking out the door. bartender.city — AI answers every call for $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,See it live,ACTIVE
4H_2026_bartender_awareness,BT-LI-AW-2,First to answer wins. Always.,The bar that answers first wins the job. Simple math. bartender.city puts AI on your phones 24/7 for $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,Hear it,ACTIVE
4H_2026_bartender_awareness,BT-LI-AW-3,AI answers. You close the job.,What if every call to your bar got answered — even at 11pm? bartender.city makes it real for $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,Start free,ACTIVE
4H_2026_bartender_awareness,BT-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. bartender.city — $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,Get it now,ACTIVE
4H_2026_bartender_awareness,BT-LI-RT-2,You've seen it. Now run it.,You checked out bartender.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,Start free,ACTIVE
4H_2026_bartender_awareness,BT-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your bar for $79/mo. You can cancel anytime. But you won't want to.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,See it live,ACTIVE
4H_2026_bartender_awareness,BT-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your bar callers hear when AI answers. Spoiler: it sounds great. bartender.city — $79/mo.,https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,Hear it,ACTIVE
4H_2026_bartender_awareness,BT-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. bartender.city — the $79/mo upgrade your bar needs.",https://bartender.city/bartender?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bartender_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bartending-hero.png,See it live,ACTIVE
4H_2026_plank_awareness,LI-FL1,Flooring customers call 4 contractors,Homeowners shopping for flooring call 3-4 installers and go with the first one who responds and sounds professional. You're on your knees with a nailer running. They left a voicemail. They also called 3 other installers who answered. Guess who got the job.,https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_shopping&utm_content=fl1_hk1_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,See it live,ACTIVE
4H_2026_plank_awareness,LI-FL2,Can't hear your phone over a flooring nailer,"Flooring installation is loud, precise, and hands-on. You can't break your flow to answer every call. But every unanswered call is a potential $3,000–$12,000 install that went to someone who was checking their phone instead of doing good work.",https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_nailer-running&utm_content=fl2_hk2_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,Start free,ACTIVE
4H_2026_plank_awareness,LI-FL3,Remodel referrals don't wait for callbacks,A designer or GC refers you for a high-end flooring project. They call. You're mid-install on another job. They don't leave a voicemail — they call the next name on their list. Saw.City answers and holds that referral for you.,https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_remodel&utm_content=fl3_hk3_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,Hear it,ACTIVE
4H_2026_plank_awareness,LI-FL4,Flooring installers are booking better jobs,"Contractors like you are already answering more calls with Saw.City. Flooring installers using our AI capture high-end project inquiries they used to miss mid-install. $79/mo, no contract.",https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_retarget-social-proof&utm_content=fl4_hk4_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,Start now,ACTIVE
4H_2026_plank_awareness,LI-FL5,One hardwood install pays 3 months of Saw.City,"Saw.City is $79/mo. One hardwood install is worth $4,000–$12,000. You missed at least one project inquiry this week while you were working. Stop losing projects to contractors who pick up their phone.",https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_retarget-roi&utm_content=fl5_hk5_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,Get it now,ACTIVE
4H_2026_plank_awareness,LI-FL6,Keep installing. Never miss an inquiry.,You've been thinking about this. Flooring contractors like you are using Saw.City to capture every call without interrupting their work. Setup: 15 minutes. Your next install inquiry gets answered. Start now.,https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_retarget-easy&utm_content=fl6_hk6_static1x1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,Start free,ACTIVE
4H_2026_plank_awareness,LI-FL7,Nailer running. Phone rings. Job goes elsewhere.,"HOOK: 'You're laying the last row of hardwood. Nailer running. Phone rings 3 times.' Show the missed inquiry — a full-home install worth $8,000. Saw.City answers and captures it. CTA: See it at plank.city",https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_video-day-in-life&utm_content=fl7_hk7_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,See it live,ACTIVE
4H_2026_plank_awareness,LI-FL8,Hear the AI capture your next flooring job,"HOOK: Play Saw.City handling a flooring inquiry — square footage, material preference, timeline, contact capture. Show what it sounds like to never miss a job. CTA: Try it free at plank.city",https://plank.city/plank?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_plank_video-demo&utm_content=fl8_hk8_video&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/flooring-hero.jpg,See it live,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-AW-1,Stop missing calls. Start winning jobs.,One missed call = one client who found another bookkeeper. Every unanswered call is money walking out the door. bookkeeper.city — AI answers every call for $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,See it live,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-AW-2,First to answer wins. Always.,The bookkeeping firm that answers first wins the job. Simple math. bookkeeper.city puts AI on your phones 24/7 for $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,Hear it,ACTIVE
4H_2026_bookkeeper_awareness,BK-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. bookkeeper.city — $79/mo.,https://bookkeeper.city/bookkeeper?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_bookkeeper_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/bookkeeping-hero.png,Get it now,ACTIVE
